[2025-08-19 00:21:28,780][httpx][INFO] - HTTP Request: POST https://api-ai-sandbox.princeton.edu/openai/deployments/gpt-4o-mini/chat/completions?api-version=2025-03-01-preview "HTTP/1.1 200 OK"
[2025-08-19 00:21:29,142][httpx][INFO] - HTTP Request: POST https://api-ai-sandbox.princeton.edu/openai/deployments/gpt-4o-mini/chat/completions?api-version=2025-03-01-preview "HTTP/1.1 200 OK"
[2025-08-19 00:21:29,732][httpx][INFO] - HTTP Request: POST https://api-ai-sandbox.princeton.edu/openai/deployments/gpt-4o-mini/chat/completions?api-version=2025-03-01-preview "HTTP/1.1 200 OK"
[2025-08-19 00:21:30,098][httpx][INFO] - HTTP Request: POST https://api-ai-sandbox.princeton.edu/openai/deployments/gpt-4o-mini/chat/completions?api-version=2025-03-01-preview "HTTP/1.1 200 OK"
[2025-08-19 00:21:30,968][httpx][INFO] - HTTP Request: POST https://api-ai-sandbox.princeton.edu/openai/deployments/gpt-4o-mini/chat/completions?api-version=2025-03-01-preview "HTTP/1.1 200 OK"
[2025-08-19 00:21:41,523][httpx][INFO] - HTTP Request: POST https://api-ai-sandbox.princeton.edu/openai/deployments/gpt-4o-mini/chat/completions?api-version=2025-03-01-preview "HTTP/1.1 200 OK"
[2025-08-19 00:21:42,285][httpx][INFO] - HTTP Request: POST https://api-ai-sandbox.princeton.edu/openai/deployments/gpt-4o-mini/chat/completions?api-version=2025-03-01-preview "HTTP/1.1 200 OK"
[2025-08-19 00:21:42,638][httpx][INFO] - HTTP Request: POST https://api-ai-sandbox.princeton.edu/openai/deployments/gpt-4o-mini/chat/completions?api-version=2025-03-01-preview "HTTP/1.1 200 OK"
[2025-08-19 00:21:43,508][httpx][INFO] - HTTP Request: POST https://api-ai-sandbox.princeton.edu/openai/deployments/gpt-4o-mini/chat/completions?api-version=2025-03-01-preview "HTTP/1.1 200 OK"
[2025-08-19 00:21:43,822][httpx][INFO] - HTTP Request: POST https://api-ai-sandbox.princeton.edu/openai/deployments/gpt-4o-mini/chat/completions?api-version=2025-03-01-preview "HTTP/1.1 200 OK"
[2025-08-19 00:21:44,597][httpx][INFO] - HTTP Request: POST https://api-ai-sandbox.princeton.edu/openai/deployments/gpt-4o-mini/chat/completions?api-version=2025-03-01-preview "HTTP/1.1 200 OK"
[2025-08-19 00:21:45,273][httpx][INFO] - HTTP Request: POST https://api-ai-sandbox.princeton.edu/openai/deployments/gpt-4o-mini/chat/completions?api-version=2025-03-01-preview "HTTP/1.1 200 OK"
[2025-08-19 00:21:46,237][httpx][INFO] - HTTP Request: POST https://api-ai-sandbox.princeton.edu/openai/deployments/gpt-4o-mini/chat/completions?api-version=2025-03-01-preview "HTTP/1.1 200 OK"
[2025-08-19 00:21:46,556][httpx][INFO] - HTTP Request: POST https://api-ai-sandbox.princeton.edu/openai/deployments/gpt-4o-mini/chat/completions?api-version=2025-03-01-preview "HTTP/1.1 200 OK"
